rel,coef,pct,ci_low_pct,ci_high_pct,is_reference
6,-0.7469444296128318,-52.618789063323625,-60.145821062745455,-43.670169360150105,False
7,-0.6981601244779977,-50.25002000419776,-59.000890238603475,-39.63135970544505,False
8,-0.6968119483836641,-50.18290303789497,-58.28221312511891,-40.511150383529326,False
9,-0.6289226545263183,-46.68341044334085,-52.79487533945206,-39.780717826828834,False
10,-0.6081136580821722,-45.56232180980992,-54.480588150111146,-34.896768514685185,False
11,-0.7851327120077484,-54.39408267592371,-58.450151684990615,-49.94206286382175,False
12,-0.7452684211720968,-52.53931116965567,-63.0121442290559,-39.10117422864392,False
13,-0.79972443339445,-55.05471987634576,-62.451751100715015,-46.20046834108913,False
14,-0.7234338444090603,-51.49163091167801,-57.025114198178585,-45.24565155425866,False
15,-0.834337212440209,-56.58378566393616,-65.84657159719298,-44.80883016944461,False
16,-0.753533005558839,-52.92993763144608,-59.97267848422504,-44.648038202946424,False
17,-0.761025306169524,-53.28128285291679,-60.012391924898225,-45.417127031707025,False
18,-0.7706489007540405,-53.72872837580485,-65.49100938404683,-37.957310848429415,False
19,-0.7201579584579922,-51.33246246036766,-54.58695827427059,-47.84473534109036,False
20,-0.762969229176105,-53.37201222798622,-61.622373363380675,-43.348001577760165,False
21,-0.710534229823689,-50.861838338645725,-62.95024151937949,-34.82929361819288,False
22,-0.7167460030246648,-51.16612738867177,-59.43270135705161,-41.21503787548937,False
23,-0.8154485842637302,-55.75591891463917,-63.604163591651286,-46.21531185256808,False
24,-0.7510540162720992,-52.813106699625024,-63.143256304563124,-39.58763916475232,False
25,-0.7795152118171533,-54.137170500164935,-61.99824269248766,-44.64995098226332,False
26,-0.8055724566076716,-55.316793863556455,-61.13218663690563,-48.63130343916645,False
27,-0.8544523805357771,-57.44838517843738,-65.45803767793137,-47.581440016630985,False
28,-0.90429314865959,-59.51720628370134,-68.43971150572135,-48.07219245243949,False
29,-0.867743154697954,-58.010187417998196,-64.24676548717714,-50.68573837594226,False
30,-0.821172955316611,-56.00846492849239,-61.96523192645414,-49.1187864165339,False
